latitude,longitude
25.012,121.427
25.013,121.427
25.014,121.427
25.015,121.427
25.016,121.427
25.017,121.427
25.018,121.427
25.019,121.427
25.02,121.427
25.021,121.427
25.022,121.427
25.023,121.427
25.024,121.427
25.025,121.427
25.026,121.427
25.027,121.427
25.028,121.427
25.029,121.427
25.03,121.427
25.031,121.427
25.032,121.427
25.033,121.427
25.034,121.427
25.035,121.427
25.038,121.427
25.039,121.427
25.04,121.427
25.041,121.427
25.042,121.427
25.043,121.427
25.044,121.427
25.045,121.427
25.046,121.427
25.047,121.427
25.048,121.427
25.049,121.427
25.05,121.427
25.051,121.427
25.052,121.427
25.053,121.427
25.054,121.427
25.055,121.427
25.057,121.427
25.061,121.427
25.062,121.427
25.063,121.427
25.064,121.427
25.065,121.427
25.066,121.427
25.067,121.427
25.068,121.427
25.069,121.427
25.07,121.427
25.071,121.427
25.072,121.427
25.073,121.427
25.074,121.427
25.076,121.427
24.96,121.428
24.961,121.428
24.962,121.428
24.963,121.428
24.964,121.428
24.965,121.428
24.966,121.428
24.967,121.428
24.968,121.428
24.969,121.428
24.972,121.428
24.973,121.428
24.974,121.428
24.977,121.428
24.98,121.428
24.981,121.428
24.982,121.428
24.983,121.428
24.984,121.428
24.985,121.428
24.986,121.428
24.987,121.428
24.988,121.428
24.989,121.428
24.99,121.428
24.991,121.428
24.992,121.428
24.993,121.428
24.994,121.428
24.995,121.428
24.996,121.428
24.997,121.428
24.998,121.428
24.999,121.428
25,121.428
25.001,121.428
25.002,121.428
25.004,121.428
25.005,121.428
25.006,121.428
25.007,121.428
25.008,121.428
25.009,121.428
25.01,121.428
25.011,121.428
25.012,121.428
25.013,121.428
25.014,121.428
25.015,121.428
25.016,121.428
25.017,121.428
25.018,121.428
25.019,121.428
25.02,121.428
25.021,121.428
25.022,121.428
25.023,121.428
25.024,121.428
25.025,121.428
25.026,121.428
25.027,121.428
25.028,121.428
25.029,121.428
25.03,121.428
25.031,121.428
25.032,121.428
25.033,121.428
25.034,121.428
25.035,121.428
25.036,121.428
25.038,121.428
25.039,121.428
25.04,121.428
25.041,121.428
25.042,121.428
25.043,121.428
25.044,121.428
25.045,121.428
25.046,121.428
25.047,121.428
25.048,121.428
25.049,121.428
25.05,121.428
25.051,121.428
25.052,121.428
25.053,121.428
25.054,121.428
25.055,121.428
25.056,121.428
25.057,121.428
25.058,121.428
25.059,121.428
25.06,121.428
25.061,121.428
25.062,121.428
25.063,121.428
25.064,121.428
25.065,121.428
25.066,121.428
25.068,121.428
25.069,121.428
25.07,121.428
25.071,121.428
25.072,121.428
25.073,121.428
25.074,121.428
25.075,121.428
25.082,121.428
25.085,121.428
25.086,121.428
25.087,121.428
24.959,121.429
24.96,121.429
24.961,121.429
24.962,121.429
24.963,121.429
24.964,121.429
24.965,121.429
24.966,121.429
24.967,121.429
24.968,121.429
24.969,121.429
24.971,121.429
24.972,121.429
24.98,121.429
24.981,121.429
24.982,121.429
24.983,121.429
24.984,121.429
24.985,121.429
24.986,121.429
24.987,121.429
24.988,121.429
24.989,121.429
24.99,121.429
24.991,121.429
24.992,121.429
24.993,121.429
24.994,121.429
24.995,121.429
24.996,121.429
24.997,121.429
24.998,121.429
24.999,121.429
25,121.429
25.001,121.429
25.002,121.429
25.003,121.429
25.004,121.429
25.005,121.429
25.006,121.429
25.007,121.429
25.008,121.429
25.009,121.429
25.01,121.429
25.011,121.429
25.012,121.429
25.013,121.429
25.014,121.429
25.015,121.429
25.016,121.429
25.017,121.429
25.018,121.429
25.019,121.429
25.02,121.429
25.021,121.429
25.022,121.429
25.023,121.429
25.024,121.429
25.025,121.429
25.026,121.429
25.027,121.429
25.028,121.429
25.029,121.429
25.03,121.429
25.031,121.429
25.032,121.429
25.033,121.429
25.034,121.429
25.035,121.429
25.037,121.429
25.038,121.429
25.039,121.429
25.04,121.429
25.041,121.429
25.042,121.429
25.043,121.429
25.044,121.429
25.045,121.429
25.046,121.429
25.047,121.429
25.048,121.429
25.049,121.429
25.05,121.429
25.051,121.429
25.052,121.429
25.053,121.429
25.054,121.429
25.055,121.429
25.056,121.429
25.057,121.429
25.058,121.429
25.059,121.429
25.06,121.429
25.061,121.429
25.062,121.429
25.063,121.429
25.064,121.429
25.065,121.429
25.066,121.429
25.068,121.429
25.069,121.429
25.07,121.429
25.071,121.429
25.072,121.429
25.073,121.429
25.074,121.429
25.075,121.429
25.085,121.429
25.086,121.429
25.087,121.429
24.959,121.43
24.96,121.43
24.961,121.43
24.962,121.43
24.963,121.43
24.964,121.43
24.965,121.43
24.966,121.43
24.968,121.43
24.97,121.43
24.971,121.43
24.972,121.43
24.973,121.43
24.976,121.43
24.981,121.43
24.982,121.43
24.983,121.43
24.984,121.43
24.985,121.43
24.986,121.43
24.987,121.43
24.988,121.43
24.989,121.43
24.99,121.43
24.991,121.43
24.992,121.43
24.993,121.43
24.994,121.43
24.995,121.43
24.996,121.43
24.997,121.43
24.998,121.43
24.999,121.43
25,121.43
25.001,121.43
25.003,121.43
25.004,121.43
25.005,121.43
25.006,121.43
25.007,121.43
25.008,121.43
25.009,121.43
25.01,121.43
25.011,121.43
25.012,121.43
25.013,121.43
25.014,121.43
25.015,121.43
25.016,121.43
25.017,121.43
25.018,121.43
25.019,121.43
25.02,121.43
25.021,121.43
25.022,121.43
25.023,121.43
25.024,121.43
25.025,121.43
25.026,121.43
25.027,121.43
25.028,121.43
25.029,121.43
25.03,121.43
25.031,121.43
25.032,121.43
25.033,121.43
25.034,121.43
25.035,121.43
25.036,121.43
25.037,121.43
25.038,121.43
25.039,121.43
25.04,121.43
25.041,121.43
25.042,121.43
25.043,121.43
25.044,121.43
25.045,121.43
25.047,121.43
25.048,121.43
25.049,121.43
25.05,121.43
25.051,121.43
25.052,121.43
25.053,121.43
25.054,121.43
25.055,121.43
25.056,121.43
25.057,121.43
25.058,121.43
25.059,121.43
25.06,121.43
25.061,121.43
25.062,121.43
25.063,121.43
25.064,121.43
25.065,121.43
25.067,121.43
25.068,121.43
25.069,121.43
25.07,121.43
25.071,121.43
25.072,121.43
25.073,121.43
25.074,121.43
25.075,121.43
25.078,121.43
25.079,121.43
25.084,121.43
25.085,121.43
25.086,121.43
25.087,121.43
24.96,121.431
24.961,121.431
24.962,121.431
24.963,121.431
24.964,121.431
24.965,121.431
24.966,121.431
24.967,121.431
24.968,121.431
24.969,121.431
24.97,121.431
24.971,121.431
24.972,121.431
24.973,121.431
24.982,121.431
24.983,121.431
24.984,121.431
24.985,121.431
24.986,121.431
24.987,121.431
24.988,121.431
24.989,121.431
24.99,121.431
24.991,121.431
24.992,121.431
24.993,121.431
24.994,121.431
24.995,121.431
24.996,121.431
24.997,121.431
24.998,121.431
24.999,121.431
25,121.431
25.001,121.431
25.002,121.431
25.003,121.431
25.004,121.431
25.005,121.431
25.006,121.431
25.007,121.431
25.008,121.431
25.009,121.431
25.01,121.431
25.011,121.431
25.012,121.431
25.013,121.431
25.014,121.431
25.015,121.431
25.016,121.431
25.017,121.431
25.018,121.431
25.019,121.431
25.02,121.431
25.021,121.431
25.022,121.431
25.023,121.431
25.024,121.431
25.025,121.431
25.026,121.431
25.027,121.431
25.028,121.431
25.029,121.431
25.03,121.431
25.031,121.431
25.032,121.431
25.033,121.431
25.034,121.431
25.035,121.431
25.036,121.431
25.037,121.431
25.038,121.431
25.039,121.431
25.04,121.431
25.041,121.431
25.042,121.431
25.043,121.431
25.044,121.431
25.045,121.431
25.046,121.431
25.047,121.431
25.048,121.431
25.049,121.431
25.05,121.431
25.051,121.431
25.052,121.431
25.053,121.431
25.054,121.431
25.055,121.431
25.056,121.431
25.057,121.431
25.058,121.431
25.059,121.431
25.06,121.431
25.061,121.431
25.062,121.431
25.063,121.431
25.064,121.431
25.065,121.431
25.067,121.431
25.068,121.431
25.069,121.431
25.07,121.431
25.071,121.431
25.072,121.431
25.073,121.431
25.074,121.431
25.075,121.431
25.076,121.431
25.077,121.431
25.078,121.431
25.079,121.431
25.08,121.431
25.081,121.431
25.082,121.431
25.086,121.431
25.087,121.431
24.962,121.432
24.963,121.432
24.964,121.432
24.965,121.432
24.966,121.432
24.967,121.432
24.969,121.432
24.97,121.432
24.971,121.432
24.972,121.432
24.973,121.432
24.974,121.432
24.975,121.432
24.976,121.432
24.983,121.432
24.985,121.432
24.986,121.432
24.987,121.432
24.988,121.432
24.989,121.432
24.99,121.432
24.991,121.432
24.992,121.432
24.993,121.432
24.994,121.432
24.995,121.432
24.996,121.432
24.997,121.432
24.998,121.432
24.999,121.432
25,121.432
25.001,121.432
25.002,121.432
25.003,121.432
25.006,121.432
25.007,121.432
25.008,121.432
25.009,121.432
25.01,121.432
25.011,121.432
25.012,121.432
25.013,121.432
25.014,121.432
25.015,121.432
25.016,121.432
25.017,121.432
25.019,121.432
25.02,121.432
25.021,121.432
25.022,121.432
25.023,121.432
25.024,121.432
25.025,121.432
25.026,121.432
25.028,121.432
25.029,121.432
25.03,121.432
25.031,121.432
25.032,121.432
25.033,121.432
25.034,121.432
25.035,121.432
25.036,121.432
25.037,121.432
25.038,121.432
25.039,121.432
25.04,121.432
25.041,121.432
25.042,121.432
25.043,121.432
25.044,121.432
25.045,121.432
25.046,121.432
25.047,121.432
25.048,121.432
25.049,121.432
25.05,121.432
25.051,121.432
25.052,121.432
25.053,121.432
25.054,121.432
25.055,121.432
25.056,121.432
25.057,121.432
25.058,121.432
25.059,121.432
25.06,121.432
25.061,121.432
25.062,121.432
25.063,121.432
25.064,121.432
25.065,121.432
25.066,121.432
25.067,121.432
25.068,121.432
25.069,121.432
25.07,121.432
25.071,121.432
25.072,121.432
25.073,121.432
25.074,121.432
25.075,121.432
25.076,121.432
25.077,121.432
25.078,121.432
25.079,121.432
25.08,121.432
25.081,121.432
25.082,121.432
25.083,121.432
25.084,121.432
25.085,121.432
25.086,121.432
25.087,121.432
24.962,121.433
24.964,121.433
24.965,121.433
24.966,121.433
24.967,121.433
24.968,121.433
24.97,121.433
24.972,121.433
24.973,121.433
24.975,121.433
24.976,121.433
24.987,121.433
24.988,121.433
24.989,121.433
24.99,121.433
24.991,121.433
24.992,121.433
24.993,121.433
24.994,121.433
24.995,121.433
24.996,121.433
24.997,121.433
24.998,121.433
24.999,121.433
25,121.433
25.002,121.433
25.003,121.433
25.004,121.433
25.005,121.433
25.006,121.433
25.007,121.433
25.008,121.433
25.009,121.433
25.01,121.433
25.011,121.433
25.012,121.433
25.013,121.433
25.014,121.433
25.015,121.433
25.016,121.433
25.017,121.433
25.018,121.433
25.019,121.433
25.02,121.433
25.021,121.433
25.022,121.433
25.024,121.433
25.025,121.433
25.026,121.433
25.027,121.433
25.028,121.433
25.029,121.433
25.03,121.433
25.031,121.433
25.032,121.433
25.033,121.433
25.034,121.433
25.035,121.433
25.036,121.433
25.037,121.433
25.038,121.433
25.039,121.433
25.04,121.433
25.041,121.433
25.042,121.433
25.043,121.433
25.044,121.433
25.045,121.433
25.047,121.433
25.048,121.433
25.049,121.433
25.05,121.433
25.051,121.433
25.052,121.433
25.053,121.433
25.054,121.433
25.055,121.433
25.056,121.433
25.057,121.433
25.058,121.433
25.059,121.433
25.06,121.433
25.061,121.433
25.062,121.433
25.063,121.433
25.064,121.433
25.065,121.433
25.066,121.433
25.067,121.433
25.068,121.433
25.069,121.433
25.07,121.433
25.071,121.433
25.072,121.433
25.073,121.433
25.074,121.433
25.075,121.433
25.076,121.433
25.077,121.433
25.078,121.433
25.079,121.433
25.08,121.433
25.081,121.433
25.082,121.433
25.083,121.433
25.084,121.433
25.085,121.433
25.086,121.433
25.087,121.433
24.963,121.434
24.965,121.434
24.966,121.434
24.967,121.434
24.968,121.434
24.969,121.434
24.97,121.434
24.971,121.434
24.972,121.434
24.973,121.434
24.975,121.434
24.976,121.434
24.978,121.434
24.979,121.434
24.987,121.434
24.988,121.434
24.989,121.434
24.99,121.434
24.991,121.434
24.992,121.434
24.993,121.434
24.994,121.434
24.995,121.434
24.996,121.434
24.997,121.434
24.998,121.434
24.999,121.434
25,121.434
25.002,121.434
25.003,121.434
25.004,121.434
25.005,121.434
25.007,121.434
25.008,121.434
25.009,121.434
25.01,121.434
25.011,121.434
25.012,121.434
25.013,121.434
25.016,121.434
25.017,121.434
25.018,121.434
25.019,121.434
25.02,121.434
25.021,121.434
25.022,121.434
25.023,121.434
25.024,121.434
25.025,121.434
25.026,121.434
25.027,121.434
25.028,121.434
25.029,121.434
25.03,121.434
25.031,121.434
25.032,121.434
25.033,121.434
25.034,121.434
25.035,121.434
25.036,121.434
25.037,121.434
25.039,121.434
25.041,121.434
25.043,121.434
25.044,121.434
25.045,121.434
25.047,121.434
25.048,121.434
25.049,121.434
25.05,121.434
25.051,121.434
25.052,121.434
25.053,121.434
25.054,121.434
25.055,121.434
25.056,121.434
25.057,121.434
25.058,121.434
25.059,121.434
25.06,121.434
25.061,121.434
25.062,121.434
25.063,121.434
25.064,121.434
25.065,121.434
25.066,121.434
25.067,121.434
25.068,121.434
25.069,121.434
25.07,121.434
25.071,121.434
25.072,121.434
25.073,121.434
25.074,121.434
25.075,121.434
25.076,121.434
25.077,121.434
25.078,121.434
25.079,121.434
25.08,121.434
25.081,121.434
25.082,121.434
25.083,121.434
25.084,121.434
25.085,121.434
25.086,121.434
25.087,121.434
24.962,121.435
24.963,121.435
24.964,121.435
24.965,121.435
24.966,121.435
24.967,121.435
24.968,121.435
24.969,121.435
24.971,121.435
24.972,121.435
24.973,121.435
24.976,121.435
24.977,121.435
24.978,121.435
24.979,121.435
24.98,121.435
24.981,121.435
24.989,121.435
24.991,121.435
24.992,121.435
24.993,121.435
24.994,121.435
24.995,121.435
24.996,121.435
24.997,121.435
25,121.435
25.004,121.435
25.006,121.435
25.007,121.435
25.008,121.435
25.009,121.435
25.01,121.435
25.011,121.435
25.012,121.435
25.013,121.435
25.014,121.435
25.016,121.435
25.017,121.435
25.018,121.435
25.019,121.435
25.02,121.435
25.021,121.435
25.022,121.435
25.023,121.435
25.024,121.435
25.025,121.435
25.026,121.435
25.027,121.435
25.028,121.435
25.029,121.435
25.03,121.435
25.031,121.435
25.032,121.435
25.033,121.435
25.034,121.435
25.035,121.435
25.036,121.435
25.037,121.435
25.038,121.435
25.039,121.435
25.042,121.435
25.044,121.435
25.045,121.435
25.048,121.435
25.049,121.435
25.05,121.435
25.051,121.435
25.052,121.435
25.053,121.435
25.054,121.435
25.055,121.435
25.056,121.435
25.057,121.435
25.058,121.435
25.059,121.435
25.06,121.435
25.061,121.435
25.062,121.435
25.063,121.435
25.064,121.435
25.065,121.435
25.066,121.435
25.067,121.435
25.068,121.435
25.069,121.435
25.07,121.435
25.071,121.435
25.072,121.435
25.073,121.435
25.074,121.435
25.075,121.435
25.076,121.435
25.077,121.435
25.078,121.435
25.079,121.435
25.08,121.435
25.081,121.435
25.082,121.435
25.083,121.435
25.084,121.435
25.085,121.435
25.086,121.435
25.087,121.435
24.961,121.436
24.964,121.436
24.965,121.436
24.966,121.436
24.967,121.436
24.968,121.436
24.969,121.436
24.971,121.436
24.972,121.436
24.973,121.436
24.974,121.436
24.975,121.436
24.976,121.436
24.977,121.436
24.978,121.436
24.979,121.436
24.98,121.436
24.981,121.436
24.982,121.436
24.989,121.436
24.99,121.436
24.991,121.436
24.992,121.436
24.993,121.436
24.996,121.436
24.997,121.436
24.999,121.436
25.001,121.436
25.004,121.436
25.005,121.436
25.006,121.436
25.009,121.436
25.01,121.436
25.011,121.436
25.012,121.436
25.013,121.436
25.014,121.436
25.015,121.436
25.016,121.436
25.017,121.436
25.018,121.436
25.019,121.436
25.02,121.436
25.021,121.436
25.022,121.436
25.023,121.436
25.024,121.436
25.025,121.436
25.026,121.436
25.027,121.436
25.028,121.436
25.029,121.436
25.03,121.436
25.031,121.436
25.032,121.436
25.033,121.436
25.035,121.436
25.036,121.436
25.037,121.436
25.038,121.436
25.039,121.436
25.044,121.436
25.045,121.436
25.046,121.436
25.047,121.436
25.049,121.436
25.05,121.436
25.051,121.436
25.052,121.436
25.053,121.436
25.054,121.436
25.055,121.436
25.056,121.436
25.057,121.436
25.058,121.436
25.059,121.436
25.06,121.436
25.061,121.436
25.062,121.436
25.063,121.436
25.064,121.436
25.065,121.436
25.066,121.436
25.068,121.436
25.069,121.436
25.07,121.436
25.071,121.436
25.072,121.436
25.073,121.436
25.074,121.436
25.075,121.436
25.076,121.436
25.077,121.436
25.078,121.436
25.079,121.436
25.08,121.436
25.081,121.436
25.082,121.436
25.083,121.436
25.084,121.436
25.085,121.436
25.086,121.436
25.087,121.436
24.959,121.437
24.961,121.437
24.963,121.437
24.965,121.437
24.966,121.437
24.968,121.437
24.969,121.437
24.97,121.437
24.971,121.437
24.972,121.437
24.973,121.437
24.974,121.437
24.975,121.437
24.976,121.437
24.977,121.437
24.978,121.437
24.979,121.437
24.98,121.437
24.981,121.437
24.982,121.437
24.985,121.437
24.997,121.437
25,121.437
25.003,121.437
25.004,121.437
25.005,121.437
25.013,121.437
25.015,121.437
25.016,121.437
25.017,121.437
25.018,121.437
25.019,121.437
25.021,121.437
25.023,121.437
25.026,121.437
25.027,121.437
25.029,121.437
25.03,121.437
25.031,121.437
25.033,121.437
25.034,121.437
25.036,121.437
25.037,121.437
25.038,121.437
25.039,121.437
25.041,121.437
25.042,121.437
25.043,121.437
25.044,121.437
25.045,121.437
25.046,121.437
25.048,121.437
25.049,121.437
25.05,121.437
25.051,121.437
25.053,121.437
25.054,121.437
25.059,121.437
25.06,121.437
25.061,121.437
25.063,121.437
25.064,121.437
25.065,121.437
25.066,121.437
25.067,121.437
25.068,121.437
25.069,121.437
25.07,121.437
25.072,121.437
25.073,121.437
25.074,121.437
25.075,121.437
25.076,121.437
25.077,121.437
25.078,121.437
25.079,121.437
25.081,121.437
25.082,121.437
25.083,121.437
25.084,121.437
25.085,121.437
25.086,121.437
25.087,121.437
24.961,121.438
24.962,121.438
24.965,121.438
24.966,121.438
24.968,121.438
24.969,121.438
24.97,121.438
24.971,121.438
24.972,121.438
24.973,121.438
24.974,121.438
24.975,121.438
24.976,121.438
24.977,121.438
24.978,121.438
24.979,121.438
24.98,121.438
24.981,121.438
24.984,121.438
24.988,121.438
24.991,121.438
24.997,121.438
24.998,121.438
25,121.438
25.001,121.438
25.004,121.438
25.006,121.438
25.008,121.438
25.009,121.438
25.013,121.438
25.014,121.438
25.015,121.438
25.017,121.438
25.019,121.438
25.02,121.438
25.023,121.438
25.026,121.438
25.03,121.438
25.031,121.438
25.032,121.438
25.034,121.438
25.037,121.438
25.038,121.438
25.039,121.438
25.04,121.438
25.042,121.438
25.043,121.438
25.044,121.438
25.047,121.438
25.048,121.438
25.052,121.438
25.054,121.438
25.055,121.438
25.057,121.438
25.058,121.438
25.06,121.438
25.061,121.438
25.062,121.438
25.063,121.438
25.064,121.438
25.068,121.438
25.069,121.438
25.07,121.438
25.071,121.438
25.073,121.438
25.074,121.438
25.076,121.438
25.079,121.438
25.081,121.438
25.082,121.438
25.083,121.438
25.084,121.438
25.085,121.438
25.086,121.438
25.087,121.438
24.96,121.439
24.961,121.439
24.962,121.439
24.963,121.439
24.964,121.439
24.965,121.439
24.966,121.439
24.967,121.439
24.968,121.439
24.969,121.439
24.97,121.439
24.971,121.439
24.972,121.439
24.973,121.439
24.974,121.439
24.975,121.439
24.976,121.439
24.977,121.439
24.978,121.439
24.979,121.439
24.98,121.439
24.981,121.439
24.982,121.439
24.994,121.439
24.995,121.439
24.996,121.439
24.997,121.439
24.998,121.439
24.999,121.439
25,121.439
25.001,121.439
25.002,121.439
25.003,121.439
25.004,121.439
25.005,121.439
25.006,121.439
25.007,121.439
25.009,121.439
25.012,121.439
25.014,121.439
25.017,121.439
25.019,121.439
25.02,121.439
25.021,121.439
25.022,121.439
25.023,121.439
25.024,121.439
25.025,121.439
25.026,121.439
25.027,121.439
25.029,121.439
25.03,121.439
25.031,121.439
25.032,121.439
25.033,121.439
25.034,121.439
25.036,121.439
25.037,121.439
25.038,121.439
25.039,121.439
25.043,121.439
25.044,121.439
25.047,121.439
25.048,121.439
25.05,121.439
25.051,121.439
25.052,121.439
25.053,121.439
25.054,121.439
25.057,121.439
25.058,121.439
25.06,121.439
25.061,121.439
25.065,121.439
25.066,121.439
25.069,121.439
25.07,121.439
25.073,121.439
25.078,121.439
25.079,121.439
25.081,121.439
25.082,121.439
25.083,121.439
25.084,121.439
25.085,121.439
25.086,121.439
25.087,121.439
24.959,121.44
24.96,121.44
24.961,121.44
24.962,121.44
24.963,121.44
24.964,121.44
24.965,121.44
24.966,121.44
24.967,121.44
24.968,121.44
24.969,121.44
24.97,121.44
24.971,121.44
24.972,121.44
24.973,121.44
24.974,121.44
24.975,121.44
24.976,121.44
24.977,121.44
24.978,121.44
24.979,121.44
24.98,121.44
24.981,121.44
24.982,121.44
24.984,121.44
24.985,121.44
24.987,121.44
24.991,121.44
24.993,121.44
24.994,121.44
24.995,121.44
24.996,121.44
24.997,121.44
24.998,121.44
24.999,121.44
25,121.44
25.001,121.44
25.002,121.44
25.003,121.44
25.004,121.44
25.005,121.44
25.006,121.44
25.007,121.44
25.008,121.44
25.013,121.44
25.014,121.44
25.016,121.44
25.017,121.44
25.019,121.44
25.021,121.44
25.022,121.44
25.027,121.44
25.028,121.44
25.029,121.44
25.03,121.44
25.031,121.44
25.032,121.44
25.033,121.44
25.035,121.44
25.036,121.44
25.037,121.44
25.038,121.44
25.039,121.44
25.042,121.44
25.043,121.44
25.044,121.44
25.045,121.44
25.046,121.44
25.047,121.44
25.048,121.44
25.05,121.44
25.051,121.44
25.053,121.44
25.054,121.44
25.056,121.44
25.057,121.44
25.058,121.44
25.064,121.44
25.065,121.44
25.068,121.44
25.069,121.44
25.07,121.44
25.071,121.44
25.076,121.44
25.077,121.44
25.078,121.44
25.08,121.44
25.081,121.44
25.082,121.44
25.083,121.44
25.084,121.44
25.085,121.44
25.086,121.44
25.087,121.44
24.962,121.441
24.963,121.441
24.965,121.441
24.966,121.441
24.967,121.441
24.968,121.441
24.969,121.441
24.97,121.441
24.971,121.441
24.972,121.441
24.973,121.441
24.974,121.441
24.975,121.441
24.976,121.441
24.977,121.441
24.978,121.441
24.979,121.441
24.98,121.441
24.981,121.441
24.982,121.441
24.983,121.441
24.984,121.441
24.985,121.441
24.986,121.441
24.988,121.441
24.989,121.441
24.991,121.441
24.994,121.441
24.995,121.441
24.996,121.441
24.997,121.441
24.998,121.441
24.999,121.441
25,121.441
25.001,121.441
25.002,121.441
25.003,121.441
25.004,121.441
25.005,121.441
25.006,121.441
25.007,121.441
25.008,121.441
25.009,121.441
25.013,121.441
25.014,121.441
25.015,121.441
25.017,121.441
25.018,121.441
25.02,121.441
25.021,121.441
25.022,121.441
25.023,121.441
25.024,121.441
25.025,121.441
25.026,121.441
25.027,121.441
25.028,121.441
25.029,121.441
25.03,121.441
25.031,121.441
25.032,121.441
25.033,121.441
25.034,121.441
25.035,121.441
25.036,121.441
25.037,121.441
25.038,121.441
25.039,121.441
25.04,121.441
25.041,121.441
25.042,121.441
25.043,121.441
25.044,121.441
25.045,121.441
25.046,121.441
25.047,121.441
25.049,121.441
25.05,121.441
25.051,121.441
25.052,121.441
25.054,121.441
25.056,121.441
25.062,121.441
25.069,121.441
25.07,121.441
25.072,121.441
25.077,121.441
25.081,121.441
25.082,121.441
25.083,121.441
25.084,121.441
25.085,121.441
25.086,121.441
25.087,121.441
24.962,121.442
24.966,121.442
24.967,121.442
24.968,121.442
24.969,121.442
24.97,121.442
24.971,121.442
24.972,121.442
24.973,121.442
24.974,121.442
24.975,121.442
24.976,121.442
24.977,121.442
24.978,121.442
24.979,121.442
24.98,121.442
24.981,121.442
24.982,121.442
24.983,121.442
24.984,121.442
24.985,121.442
24.986,121.442
24.987,121.442
24.989,121.442
24.99,121.442
24.991,121.442
24.992,121.442
24.994,121.442
24.995,121.442
24.996,121.442
24.997,121.442
24.998,121.442
24.999,121.442
25,121.442
25.001,121.442
25.002,121.442
25.003,121.442
25.004,121.442
25.005,121.442
25.006,121.442
25.007,121.442
25.008,121.442
25.009,121.442
25.01,121.442
25.011,121.442
25.012,121.442
25.014,121.442
25.015,121.442
25.017,121.442
25.018,121.442
25.023,121.442
25.024,121.442
25.025,121.442
25.026,121.442
25.027,121.442
25.028,121.442
25.029,121.442
25.03,121.442
25.031,121.442
25.032,121.442
25.033,121.442
25.034,121.442
25.035,121.442
25.036,121.442
25.037,121.442
25.038,121.442
25.039,121.442
25.04,121.442
25.041,121.442
25.042,121.442
25.043,121.442
25.044,121.442
25.045,121.442
25.046,121.442
25.047,121.442
25.048,121.442
25.049,121.442
25.05,121.442
25.051,121.442
25.052,121.442
25.053,121.442
25.054,121.442
25.056,121.442
25.057,121.442
25.058,121.442
25.06,121.442
25.061,121.442
25.063,121.442
25.07,121.442
25.071,121.442
25.073,121.442
25.076,121.442
25.082,121.442
25.083,121.442
25.085,121.442
25.087,121.442
24.96,121.443
24.962,121.443
24.963,121.443
24.967,121.443
24.968,121.443
24.969,121.443
24.97,121.443
24.971,121.443
24.972,121.443
24.973,121.443
24.974,121.443
24.975,121.443
24.976,121.443
24.977,121.443
24.978,121.443
24.979,121.443
24.98,121.443
24.981,121.443
24.982,121.443
24.983,121.443
24.984,121.443
24.985,121.443
24.986,121.443
24.987,121.443
24.988,121.443
24.989,121.443
24.99,121.443
24.992,121.443
24.994,121.443
24.995,121.443
24.996,121.443
24.997,121.443
24.998,121.443
24.999,121.443
25,121.443
25.001,121.443
